127.0.0.1 - - [02/Dec/2019:15:25:29 -0600] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:14 -0600] "GET /qeb_selenium_lesson/bookstore HTTP/1.1" 200 4219
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:17 -0600] "GET /qeb_selenium_lesson/showAlertPage HTTP/1.1" 200 2061
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:31 -0600] "GET /qeb_selenium_lesson/showAlertPage HTTP/1.1" 200 2061
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:38 -0600] "GET /qeb_selenium_lesson/iFramesPage HTTP/1.1" 200 2022
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:38 -0600] "GET /qeb_selenium_lesson/showFirstFrame HTTP/1.1" 200 1761
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:38 -0600] "GET /qeb_selenium_lesson/showSecondFrame HTTP/1.1" 200 1762
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:45 -0600] "GET /qeb_selenium_lesson/showAlertPage HTTP/1.1" 200 2061
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:27:50 -0600] "GET /qeb_selenium_lesson/ HTTP/1.1" 200 3291
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:00 -0600] "GET /StatsApp/ HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:07 -0600] "POST /StatsApp/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:07 -0600] "GET /StatsApp/userPage HTTP/1.1" 200 2993
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:18 -0600] "GET /StatsApp/removeFavorite/6 HTTP/1.1" 405 1114
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:22 -0600] "GET /StatsApp/removeFavorite/10 HTTP/1.1" 405 1114
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:23 -0600] "GET /StatsApp/removeFavorite/7 HTTP/1.1" 405 1114
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:34 -0600] "POST /StatsApp/addToFavorites HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:34 -0600] "GET /StatsApp/userPage HTTP/1.1" 200 3141
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:46 -0600] "GET /StatsApp/tableView HTTP/1.1" 200 2335
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:50 -0600] "POST /StatsApp/addToTable HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:50 -0600] "GET /StatsApp/tableView HTTP/1.1" 200 2597
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:53 -0600] "POST /StatsApp/addToTable HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:53 -0600] "GET /StatsApp/tableView HTTP/1.1" 200 2860
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:56 -0600] "POST /StatsApp/addToTable HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:56 -0600] "GET /StatsApp/tableView HTTP/1.1" 200 3125
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:59 -0600] "POST /StatsApp/addToTable HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:35:59 -0600] "GET /StatsApp/tableView HTTP/1.1" 200 3390
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:36:01 -0600] "GET /StatsApp/removeFromTable/27 HTTP/1.1" 404 1047
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:36:06 -0600] "POST /StatsApp/addToTable HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Dec/2019:15:36:06 -0600] "GET /StatsApp/tableView HTTP/1.1" 200 3655
